ID,UNIQUE_ID,Interaction_ID,ID1,EVENT_MASTER,GROUPED_ID,BAR_ID,SOURCE_ID,DATE,DYAD_CODE,BCode,NUMBER_OF_BASINS,LOCATION,CCODE1,CCODE2,IRM1,IRM2,BCCODE1,BCCODE2,COUNTRY_LIST,NUMBER_OF_Countries,COPDAB_SCALE,BAR_Scale,EVENT_TYPE,EVENT_SUMMARY,Issue_Type1,Issue_Type2,Macro_Event,Comments,SOURCE,Source_Source,KLL_Categ,FBIS_Region,DOC_DATE,EVENT_ISSUE,KLL_ISSUE_NUMBER
93,51,1,103,104,C40,C40A,422014,5/16/1951,SYR_USA,JORD,1,JORDAN,SYR,USA,R,I,JORD_SYR,JORD_USA,Syria--United States--Great Britain--France--Israel--Turkey,6,7,1,ExVar,"Israel requested to stop swamp drainage project by Great Britain and, for Syria, by France, Turkey, and United States",2,10,Huleh Swamp,,COPDAB,Middle Eastern Affairs,,,,,
94,51,2,102,103,C40,C40B,422015,5/16/1951,GBR_ISR,JORD,1,JORDAN,GBR,ISR,I,R,JORD_GBR,JORD_ISR,Syria--United States--Great Britain--France--Israel--Turkey,6,7,1,ExVar,"Israel requested to stop swamp drainage project by Great Britain and, for Syria, by France, Turkey, and United States",2,10,Huleh Swamp,,COPDAB,Middle Eastern Affairs,,,,,
95,51,3,101,102,C40,C40C,422016,5/16/1951,FRA_ISR,JORD,1,JORDAN,FRA,ISR,I,R,JORD_FRA,JORD_ISR,Syria--United States--Great Britain--France--Israel--Turkey,6,9,-1,ExVar,"Israel requested to stop swamp drainage project by Great Britain and, for Syria, by France, Turkey, and United States",2,10,Huleh Swamp,,COPDAB,Middle Eastern Affairs,,,,,
96,51,4,100,101,C40,C40D,422017,5/16/1951,FRA_SYR,JORD,1,JORDAN,FRA,SYR,I,R,JORD_FRA,JORD_SYR,Syria--United States--Great Britain--France--Israel--Turkey,6,6,2,ExVar,"Israel requested to stop swamp drainage project by Great Britain and, for Syria, by France, Turkey, and United States",2,10,Huleh Swamp,,COPDAB,Middle Eastern Affairs,,,,,
97,51,5,99,100,C40,C40E,422018,5/16/1951,SYR_TUR,JORD,1,JORDAN,SYR,TUR,R,I,JORD_SYR,JORD_TUR,Syria--United States--Great Britain--France--Israel--Turkey,6,6,2,ExVar,"Israel requested to stop swamp drainage project by Great Britain and, for Syria, by France, Turkey, and United States",2,10,Huleh Swamp,,COPDAB,Middle Eastern Affairs,,,,,
98,51,6,98,99,C40,C40F,422019,5/16/1951,ISR_TUR,JORD,1,JORDAN,ISR,TUR,R,I,JORD_ISR,JORD_TUR,Syria--United States--Great Britain--France--Israel--Turkey,6,7,1,ExVar,"Israel requested to stop swamp drainage project by Great Britain and, for Syria, by France, Turkey, and United States",2,10,Huleh Swamp,,COPDAB,Middle Eastern Affairs,,,,,
99,52,1,105,106,C41,C41A,422021,5/17/1951,ARL_FRA,JORD,1,JORDAN,ARL,FRA,I,R,JORD_ARL,JORD_FRA,Arab League--France--Turkey,4,7,1,ExVar,France and Turkey offer motion to Arab League asking Israel to suspend swamp drainage,2,10,Huleh Swamp,,COPDAB,New York Times,,,,,
100,52,2,104,105,C41,C41B,422022,5/17/1951,ARL_TUR,JORD,1,JORDAN,ARL,TUR,I,R,JORD_ARL,JORD_TUR,Arab League--France--Turkey,4,7,1,ExVar,France and Turkey offer motion to Arab League asking Israel to suspend swamp drainage,2,10,Huleh Swamp,,COPDAB,New York Times,,,,,
101,53,1,106,107,C41,C41C,422020,5/17/1951,ISR_USA,JORD,1,JORDAN,ISR,USA,I,R,JORD_ISR,JORD_USA,Israel--United States,2,9,-1,ExVar,United States offers motion to Israel asking Israel to suspend swamp drainage,2,10,Huleh Swamp,,COPDAB,New York Times,,,,,
102,54,1,107,108,C42,C42,422023,6/4/1951,ISR_UNO,JORD,1,JORDAN,ISR,UNO,I,R,JORD_ISR,JORD_UNO,Israel--United Nations,2,6,2,ExVar,Israel upholds SCC resolution to United Nations on swamp drainage by Knesset,2,10,Huleh Swamp,,COPDAB,Middle Eastern Affairs,,,,,
105,57,1,111,112,C45,C45A,340974,6/28/1951,JOR_UNO,JORD,1,JORDAN,JOR,UNO,I,R,JORD_JOR,JORD_UNO,Jordan--United Nations--Israel,3,7,1,ExVar,Jordan Protests to United Nations and Israel -- Israel damming of Jordan River ,2,10,,,COPDAB,Arab World,,,,,
106,57,2,110,111,C45,C45B,342823,6/28/1951,ISR_JOR,JORD,1,JORDAN,ISR,JOR,R,I,JORD_ISR,JORD_JOR,Jordan--United Nations--Israel,3,10,-2,y,Jordan Protests to United Nations and Israel -- Israel damming of Jordan River ,2,10,,,COPDAB,Arab World,,,,,
107,58,1,112,113,C46,C46,422024,7/16/1951,ISR_SYR,JORD,1,JORDAN,ISR,SYR,I,R,JORD_ISR,JORD_SYR,Israel--Syria,2,9,-1,y,IsraeI claims to Syria  right to reclamation work in Huleh Swamps,2,10,Huleh Swamp,,COPDAB,Keesing's Contemporary Archives,,,,,
108,59,1,113,114,W23,W23A,,8/1/1951,IBK_PAK,INDU,1,Indus,IBK,PAK,I,R,INDU_IBK,INDU_PAK,Pakistan--World Bank--India,2,7,1,ExVar,"After reading recommendations by David Lilienthal, former chairman of the US TVA, for an Indus Engineering Corporation, David Black, president of the World Bank, contacted the prime ministers of Pakistan and India and offered the Bank as a facilitator for the resolution of their conflict.  Black suggested that both sides appoint a senior engineer to work on a plan for development of the Indus Basin.",2,0,"Indus Water Sharing, IND-PAK",Date is approximation.,Wolf,Wolf - Indus Water Treaty Case Study (Time Line),,,,,
109,59,2,114,115,W23,W23B,,8/1/1951,IBK_IND,INDU,1,Indus,IBK,IND,I,R,INDU_IBK,INDU_IND,Pakistan--World Bank--India,2,7,1,ExVar,"After reading recommendations by David Lilienthal, former chairman of the US TVA, for an Indus Engineering Corporation, David Black, president of the World Bank, contacted the prime ministers of Pakistan and India and offered the Bank as a facilitator for the resolution of their conflict.  Black suggested that both sides appoint a senior engineer to work on a plan for development of the Indus Basin.",2,0,"Indus Water Sharing, IND-PAK",Date is approximation.,Wolf,Wolf - Indus Water Treaty Case Study (Time Line),,,,,
111,61,1,117,118,C48,C48A,344597,8/5/1951,ISR_USA,JORD,1,JORDAN,ISR,USA,I,R,JORD_ISR,JORD_USA,Israel--United States--Great Britain--Jordan,4,7,1,ExVar,"Israel informs Great Britain, Jordan, and United States Israel ready to negotiate Jordan River",2,0,,,COPDAB,Arab World,,,,,
112,61,2,116,117,C48,C48B,347896,8/5/1951,GBR_ISR,JORD,1,JORDAN,GBR,ISR,R,I,JORD_GBR,JORD_ISR,Israel--United States--Great Britain--Jordan,4,7,1,ExVar,"Israel informs Great Britain, Jordan, and United States Israel ready to negotiate Jordan River",2,0,,,COPDAB,Arab World,,,,,
113,61,3,118,119,C48C,C48C,353589,8/5/1951,ISR_JOR,JORD,1,JORDAN,ISR,JOR,I,R,JORD_ISR,JORD_JOR,Israel--United States--Great Britain--Jordan,4,7,1,y,"Israel informs Great Britain, Jordan, and United States Israel ready to negotiate Jordan River",2,0,,,COPDAB,Arab World,,,,,
114,62,1,119,120,C49,C49,405222,8/19/1951,IND_PAK,INDU,1,KASHMIR River,IND,PAK,R,I,INDU_IND,INDU_PAK,India--Pakistan,2,10,-2,y,Pakistan charges Indian plans to divert vital water from Kashmir River,2,0,Kashmir,,COPDAB,New York Times,,,,,
115,63,1,120,121,C50,C50,188481,9/5/1951,AUT_USR,DANU,1,DANUBE,AUT,USR,R,I,DANU_AUT,DANU_USR,Austria--USSR,2,6,2,y,Soviet Union returns site of Danube hydroelectric development to Austria,3,0,,?USSR/Austria - what was going on?,COPDAB,Facts on File,,,,,
118,65,1,123,124,C53,C53,331520,10/6/1951,JOR_SYR,JORD,1,JORDAN,JOR,SYR,M,M,JORD_JOR,JORD_SYR,Jordan--Syria,2,7,1,y,Jordan confers with Syria on governing use of Yarmuk River,8,0,Yarmuk River Development,,COPDAB,Arab World,,,,,
119,66,1,124,125,W54,W54,,10/29/1951,IND_PAK,GANG,1,Ganges,IND,PAK,R,I,GANG_IND,GANG_PAK,India--Pakistan,2,9,-1,y,Pakistan first calls Indian attention to reports of Indian plans to build a barrage at Farakka to divert Ganges water to Calcutta Bay.  India responds that the project was only under preliminary investigation.,2,0,Farakka Barrage,,Wolf,Wolf-Ganges Timeline,,,,,
122,69,1,132,133,W3,W3A,,1/1/1952,KHM_LAO,MEKO,1,Mekong,KHM,LAO,M,M,MEKO_KHM,MEKO_LAO,Cambodia--Laos--Thailand--United Nations Economic Commission for Asia and the Far East (ECAFE)--Vietnam,1,5,3,y,"In 1952, United Nations Economic Commission for Asia and the Far East (ECAFE) study notes Mekong's potential for hydroelectric and irrigation development.  Study undertake with cooperation of four lower riparians.",11,0,Mekong Committee/Commission,Date is approximation.,Wolf,Wolf - Mekong Committee Case Study (Time Line),,,,,
123,69,2,207,134,W3,W3B,,1/1/1952,KHM_THA,MEKO,1,Mekong,KHM,THA,M,M,MEKO_KHM,MEKO_THA,Cambodia--Laos--Thailand--United Nations Economic Commission for Asia and the Far East (ECAFE)--Vietnam,1,5,3,y,"In 1952, United Nations Economic Commission for Asia and the Far East (ECAFE) study notes Mekong's potential for hydroelectric and irrigation development.  Study undertake with cooperation of four lower riparians.",11,0,Mekong Committee/Commission,Date is approximation.,Wolf,Wolf - Mekong Committee Case Study (Time Line),,,,,
124,69,3,208,135,W3,W3C,,1/1/1952,KHM_VNM,MEKO,1,Mekong,KHM,VNM,M,M,MEKO_KHM,MEKO_VNM,Cambodia--Laos--Thailand--United Nations Economic Commission for Asia and the Far East (ECAFE)--Vietnam,1,5,3,y,"In 1952, United Nations Economic Commission for Asia and the Far East (ECAFE) study notes Mekong's potential for hydroelectric and irrigation development.  Study undertake with cooperation of four lower riparians.",11,0,Mekong Committee/Commission,Date is approximation.,Wolf,Wolf - Mekong Committee Case Study (Time Line),,,,,
125,69,4,209,136,W3,W3D,,1/1/1952,LAO_THA,MEKO,1,Mekong,LAO,THA,M,M,MEKO_LAO,MEKO_THA,Cambodia--Laos--Thailand--United Nations Economic Commission for Asia and the Far East (ECAFE)--Vietnam,1,5,3,y,"In 1952, United Nations Economic Commission for Asia and the Far East (ECAFE) study notes Mekong's potential for hydroelectric and irrigation development.  Study undertake with cooperation of four lower riparians.",11,0,Mekong Committee/Commission,Date is approximation.,Wolf,Wolf - Mekong Committee Case Study (Time Line),,,,,
126,69,5,210,137,W3,W3E,,1/1/1952,LAO_VNM,MEKO,1,Mekong,LAO,VNM,M,M,MEKO_LAO,MEKO_VNM,Cambodia--Laos--Thailand--United Nations Economic Commission for Asia and the Far East (ECAFE)--Vietnam,1,5,3,y,"In 1952, United Nations Economic Commission for Asia and the Far East (ECAFE) study notes Mekong's potential for hydroelectric and irrigation development.  Study undertake with cooperation of four lower riparians.",11,0,Mekong Committee/Commission,Date is approximation.,Wolf,Wolf - Mekong Committee Case Study (Time Line),,,,,
127,69,6,211,138,W3,W3F,,1/1/1952,THA_VNM,MEKO,1,Mekong,THA,VNM,M,M,MEKO_THA,MEKO_VNM,Cambodia--Laos--Thailand--United Nations Economic Commission for Asia and the Far East (ECAFE)--Vietnam,1,5,3,y,"In 1952, United Nations Economic Commission for Asia and the Far East (ECAFE) study notes Mekong's potential for hydroelectric and irrigation development.  Study undertake with cooperation of four lower riparians.",11,0,Mekong Committee/Commission,Date is approximation.,Wolf,Wolf - Mekong Committee Case Study (Time Line),,,,,
128,69,7,128,129,W3,W3G,,1/1/1952,KHM_UNO,MEKO,1,Mekong,KHM,UNO,M,M,MEKO_KHM,MEKO_UNO,Cambodia--Laos--Thailand--United Nations Economic Commission for Asia and the Far East (ECAFE)--Vietnam,1,5,3,ExVar,"In 1952, United Nations Economic Commission for Asia and the Far East (ECAFE) study notes Mekong's potential for hydroelectric and irrigation development.  Study undertake with cooperation of four lower riparians.",11,0,Mekong Committee/Commission,Date is approximation.,Wolf,Wolf - Mekong Committee Case Study (Time Line),,,,,
129,69,8,129,130,W3,W3H,,1/1/1952,LAO_UNO,MEKO,1,Mekong,LAO,UNO,M,M,MEKO_LAO,MEKO_UNO,Cambodia--Laos--Thailand--United Nations Economic Commission for Asia and the Far East (ECAFE)--Vietnam,1,5,3,ExVar,"In 1952, United Nations Economic Commission for Asia and the Far East (ECAFE) study notes Mekong's potential for hydroelectric and irrigation development.  Study undertake with cooperation of four lower riparians.",11,0,Mekong Committee/Commission,Date is approximation.,Wolf,Wolf - Mekong Committee Case Study (Time Line),,,,,
130,69,9,130,131,W3,W3I,,1/1/1952,THA_UNO,MEKO,1,Mekong,THA,UNO,M,M,MEKO_THA,MEKO_UNO,Cambodia--Laos--Thailand--United Nations Economic Commission for Asia and the Far East (ECAFE)--Vietnam,1,5,3,ExVar,"In 1952, United Nations Economic Commission for Asia and the Far East (ECAFE) study notes Mekong's potential for hydroelectric and irrigation development.  Study undertake with cooperation of four lower riparians.",11,0,Mekong Committee/Commission,Date is approximation.,Wolf,Wolf - Mekong Committee Case Study (Time Line),,,,,
131,69,10,131,132,W3,W3J,,1/1/1952,VNM_UNO,MEKO,1,Mekong,VNM,UNO,M,M,MEKO_VNM,MEKO_UNO,Cambodia--Laos--Thailand--United Nations Economic Commission for Asia and the Far East (ECAFE)--Vietnam,1,5,3,ExVar,"In 1952, United Nations Economic Commission for Asia and the Far East (ECAFE) study notes Mekong's potential for hydroelectric and irrigation development.  Study undertake with cooperation of four lower riparians.",11,0,Mekong Committee/Commission,Date is approximation.,Wolf,Wolf - Mekong Committee Case Study (Time Line),,,,,
132,70,1,127,128,W11,W11,,1/1/1952,EGY_INT,NILE,1,NILE,EGY,INT,M,M,NILE_EGY,NILE_INT,Egypt,1,0,,n/a-internal,New Egyptian government proposes the building of the Aswan High Dam.  Debate followed as to whether project should be unilateral or a cooperative project with Sudan.  The debate kept Sudan out of Nile negotiations until 1954.,10,0,Aswan High Dam,Dam proposed.  Date is approximation.,Wolf,Wolf - The Nile Waters Agreement Case Study (Time Line),,,,,
135,73,1,215,142,T77,T77,T77,2/13/1952,AUT_DEU,DANU,1,Danube,AUT,DEU,M,M,DANU_AUT,DANU_DEU,FRG (West Germany)--Austria,2,2,6,y,Agreement concerning the Donaukraftwerk-Jochenstein Aktiengesellschaft (AG),3,0,,,TFDD,,,,,Hydropower,
136,74,1,216,143,W24,W24A,,5/1/1952,IBK_IND,INDU,1,Indus,IBK,IND,R,I,INDU_IBK,INDU_IND,India--Pakistan--World Bank,3,6,2,ExVar,"India and Pakistan accepted David Black's suggestion that each country appoint a senior engineer to work on a plan for development of the Indus Basin, with a World Bank engineer available as an ongoing consultant.  The first meeting of the Working Party took place in Washington, DC, in May 1952, and included Indian and Pakistani engineers, along with a team from the World Bank.",2,0,"Indus Water Sharing, IND-PAK",Date is approximation.,Wolf,Wolf - Indus Water Treaty Case Study (Time Line),,,,,
137,74,2,217,144,W24,W24B,,5/1/1952,IBK_PAK,INDU,1,Indus,IBK,PAK,R,I,INDU_IBK,INDU_PAK,India--Pakistan--World Bank,3,6,2,ExVar,"India and Pakistan accepted David Black's suggestion that each country appoint a senior engineer to work on a plan for development of the Indus Basin, with a World Bank engineer available as an ongoing consultant.  The first meeting of the Working Party took place in Washington, DC, in May 1952, and included Indian and Pakistani engineers, along with a team from the World Bank.",2,0,"Indus Water Sharing, IND-PAK",Date is approximation.,Wolf,Wolf - Indus Water Treaty Case Study (Time Line),,,,,
138,74,3,218,145,W24,W24C,,5/1/1952,IND_PAK,INDU,1,Indus,IND,PAK,M,M,INDU_IND,INDU_PAK,India--Pakistan--World Bank,3,6,2,y,"India and Pakistan accepted David Black's suggestion that each country appoint a senior engineer to work on a plan for development of the Indus Basin, with a World Bank engineer available as an ongoing consultant.  The first meeting of the Working Party took place in Washington, DC, in May 1952, and included Indian and Pakistani engineers, along with a team from the World Bank.",2,0,"Indus Water Sharing, IND-PAK",Date is approximation.,Wolf,Wolf - Indus Water Treaty Case Study (Time Line),,,,,
139,75,1,219,146,C59,C59,116063,5/21/1952,NLD_INT,RHIN,1,RHINE,NLD,INT,M,M,RHIN_NLD,RHIN_INT,Netherlands (internal),1,5,3,n/a-internal,Netherlands opens to Rhine Canal,4,0,,"internal, but freshwater -- however canal likely for transportation",COPDAB,Facts on File,,,,,
141,77,1,221,148,C61,C61,150665,6/21/1952,GDR_POL,ODER,1,n/a,GDR,POL,M,M,ODER_GDR,ODER_POL,German Dem. Republic (East Germany)--Poland,2,5,3,n/a-navigation,German Dem. Republic (East Gemany) and Poland agree on navigation of Oder River,4,0,Oder-Neisse,navigation,COPDAB,Keesing's Contemporary Archives,,,,,
143,79,1,223,150,T78,T78,T78,6/30/1952,CAN_USA,SLAW,1,St. Lawrence,CAN,USA,M,M,SLAW_CAN,SLAW_USA,United States--Canada,2,2,6,y,Exchange of notes constituting an agreement between Canada and the United States of America relating to the St. Lawrence Seaway Project,3,0,,,TFDD,,,,,Hydropower,
144,80,1,224,151,T79,T79,T79,7/15/1952,EGY_GBR,NILE,1,Nile,EGY,GBR,M,M,NILE_EGY,NILE_GBR,Egypt--Great Britain (Uganda),2,2,6,y,Exchange of notes constituting an agreement between the UK/Uganda and Egypt regarding the construction of the Owen Falls Dam in Uganda,3,0,,,TFDD,,,,,Hydropower,
145,81,1,225,152,C63,C63,111597,7/16/1952,EGY_GBR,NILE,1,NILE,EGY,GBR,M,M,NILE_EGY,NILE_GBR,Great Britain--Egypt,2,7,1,y,Great Britain and Egypt exchange notes concerning the dam across White Nile,10,0,Dam across White Nile,,COPDAB,Arab World,,,,,
147,83,1,227,154,C65,C65,107445,8/19/1952,GBR_USR,NITL,1,UK/Ussr,GBR,USR,I,R,NITL_GBR,NITL_USR,Great Britain--USSR,2,6,2,n/a-not international basin,Great Britain praises Soviet Union efficiency of Volga Dom Canal,4,0,,Volga isn't an international basin for USR,COPDAB,Facts on File,,,,,
148,84,1,228,155,C66,C66,298309,10/13/1952,EGY_SDN,NILE,1,NILE,EGY,SDN,M,M,NILE_EGY,NILE_SDN,Egypt--Sudan,2,4,4,y,Sudan and Egypt agree irrigation & dam pact,9,10,,?which dam,COPDAB,Arab World,,,,,
149,85,1,229,156,W25,W25,,11/1/1952,IND_PAK,INDU,1,Indus,IND,PAK,M,M,INDU_IND,INDU_PAK,India--Pakistan,2,9,-1,y,"The Working Party of India and Pakistan met in Karachi, November 1952, but were unable to agree on a common development plan for the Indus basin.",2,0,"Indus Water Sharing, IND-PAK",Date is approximation.,Wolf,Wolf - Indus Water Treaty Case Study (Time Line),,,,,
150,86,1,230,157,C67,C67,342829,11/24/1952,ISR_JOR,JORD,1,JORDAN,ISR,JOR,R,I,JORD_ISR,JORD_JOR,Israel--Jordan,2,10,-2,y,Jordan protests to Israel pumping quantities of water from Jordan River,2,0,,,COPDAB,Arab World,,,,,
151,87,1,231,158,T80,T80,T80,12/25/1952,ROM_USR,DANU,1,"Danube, Prut",ROM,USR,M,M,DANU_ROM,DANU_USR,USSR--Romania,2,2,6,y,Convention between the [USSR] and [Romania] concerning measures to prevent floods and to regulate the water regime of the river Prut,6,0,,,TFDD,,,,,Flood Control,
152,88,1,232,159,Y23,Y23,Law 219:V.A.2,1/1/1953,ESP_FRA,EBRO,1,"Lake Lanoux (Fonte-Vive, Carol and Segre Rivers)",ESP,FRA,I,R,EBRO_ESP,EBRO_FRA,France--Spain,2,10,-2,y,"In 1953, France agreed to Electricite of France proposal and informed Spain of the policy change.  Spain disagreed and said ""no"" to the proposal.",3,2,Lake Lanoux Arbitration,Month and day of event not available.,Yoffe,"Lake Lanoux Arbitration, 12 UNRIAA 281, 53 AJIL 156.",,,,,
153,89,1,233,160,C68,C68,111610,1/5/1953,EGY_GBR,NILE,1,NILE,EGY,GBR,R,I,NILE_EGY,NILE_GBR,Egypt--Great Britain,2,7,1,ExVar,Great Britain and Egypt exchange notes concerning dam across White Nile,10,0,Dam across White Nile,UK,COPDAB,Arab World,,,,,
154,90,1,234,161,C69,C69,111612,1/9/1953,EGY_GBR,NILE,1,NILE,EGY,GBR,R,I,NILE_EGY,NILE_GBR,Egypt--Great Britain,2,4,4,ExVar,Great Britain and Egypt approve financial arrangements for reservoir,10,0,,reservoir location?,COPDAB,Arab World,,,,,
155,91,1,235,162,W26,W26,,1/15/1953,IND_PAK,INDU,1,Indus,IND,PAK,M,M,INDU_IND,INDU_PAK,India--Pakistan,2,9,-1,y,"The Working Party of India and Pakistan met in Delhi in January 1953, but were unable to agree on a common development plan for the Indus basin.",2,0,"Indus Water Sharing, IND-PAK",Date is approximation.,Wolf,Wolf - Indus Water Treaty Case Study (Time Line),,,,,
156,92,1,236,163,T81,T81,T81,1/21/1953,GBR_PRT,ZAMB,1,Zambesi,GBR,PRT,M,M,ZAMB_GBR,ZAMB_PRT,Portugal--Great Britain,2,2,6,y,Exchange of notes constituting an agreement between [Great Britain] and [Portugal] providing for the Portuguese participation in the Shiré valley.,3,0,,,TFDD,,,,,Hydropower,
