Basin,Country 1,Country 2,Description,Scale
Man-made river project,IRN,LBY,"Libyan leader Muammar Gaddafi invited Iran's President Akbar Hashemi Rafsanjani to the inauguration of a water pipeline across the Libyan desert. Rafsanjani told Gaddafi's envoy Ibrahim al-Manqoush  who delivered the invitation in Tehran  that the Islamic world was passing through ""very sensitive days."" ""I hope I would visit Mr Gaddafi and exchange views with him in this regard "" the Iranian news agency IRNA quoted Rafsanjani as saying. Gaddafi has also invited Gulf Arab leaders  King Hassan of Morocco and Algerian President Chadli Benjedid to the August 28 inauguration of the pipeline  known as the Great Man-Made River.",1
Angola,OTH,PRT,A consortium of Portuguese firms called Empresa Portuguesa de Aguas Livres S.A. announced intentions to offer Angola a complete range of services to repair war-damaged water and sewerage supplies and build new services. The firms believe they are well positioned to obtain international financing for Angola water projects  particularly from the World Bank.,
Angola,AGO,OTH,A consortium of Portuguese firms called Empresa Portuguesa de Aguas Livres S.A. announced intentions to offer Angola a complete range of services to repair war-damaged water and sewerage supplies and build new services. The firms believe they are well positioned to obtain international financing for Angola water projects  particularly from the World Bank.,1
Man Made River project,DZA,LBY,Algerian President  Chadli Benjedid announced that he will visit Libya. This was announced on Aug 27 for the official opening of a giant water pipeline designed to make the desert bloom.,3
Jordan shared by Israel & Syria or not specified or no shared basins,ISR,SYR,Turkey President Ozal sent a special letter to US President Bush notifying him that he cannot invite Israel to regional water conference to be held in Turkey in November  due to objections presented by Syria & other Arab nations. The US expressed disappointment over this decision. Israeli sources have said that Ozal's surrender to Syrian pressure is viewed as an unfriendly act toward Israel & one that is hard to undertand in view of international efforts to promote international peace conference. When pressed by the US  Turkish President avoided a direct reply  saying that if the US manages to convene regional peace conference in October  he might reconsider inviting Israel to the conference.,-2
Jordan shared by Israel & Syria or not specified or no shared basins,SYR,TUR,Turkey President Ozal sent a special letter to US President Bush notifying him that he cannot invite Israel to regional water conference to be held in Turkey in November  due to objections presented by Syria & other Arab nations. The US expressed disappointment over this decision. Israeli sources have said that Ozal's surrender to Syrian pressure is viewed as an unfriendly act toward Israel & one that is hard to undertand in view of international efforts to promote international peace conference. When pressed by the US  Turkish President avoided a direct reply  saying that if the US manages to convene regional peace conference in October  he might reconsider inviting Israel to the conference.,2
Jordan shared by Israel & Syria or not specified or no shared basins,ISR,TUR,Turkey President Ozal sent a special letter to US President Bush notifying him that he cannot invite Israel to regional water conference to be held in Turkey in November  due to objections presented by Syria & other Arab nations. The US expressed disappointment over this decision. Israeli sources have said that Ozal's surrender to Syrian pressure is viewed as an unfriendly act toward Israel & one that is hard to undertand in view of international efforts to promote international peace conference. When pressed by the US  Turkish President avoided a direct reply  saying that if the US manages to convene regional peace conference in October  he might reconsider inviting Israel to the conference.,-1
Man-made river project,LBY,MAR,The Moroccan King  Hassan announced that he will set sail for Libya. This was announced on August 24 that the ship will sail from the north-eastern port of Nador to attend the inauguration of a water pipeline across the Libyan desert. The voyage is expected to take up to three days. This will be the king's second visit to Libya. In 1989 he attended celebrations marking the 20th anniversary of the revolution that brought Muammar Gaddafi to power.,3
Man Made River project,DZA,LBY,Algerian President  Chadli Benjedid scheduled to visit Libya for the official opening of a large irrigation water pipeline in desert  on August 27. ,3
Man-made river project,GBR,JOR,Jordanian Prime Minister  Taher al-Masri departed for meetings with Libyan leader  Gaddafi and the United Kingdom Prime Minister  John Major. This was announced on Aug 28  to attend the inauguration of a huge water project.  Masri would meet Libyan leader Muammar Gaddafi and deliver a letter from King Hussein.  Then  join the king on a European tour to discuss a planned Arab-Israeli peace conference. Libya has attacked the peace conference  which has the backing of Jordan  Egypt  Lebanon  Syria and Israel.  The king  now in Vienna  will make a private visit to meet Prime Minister John Major.  He is also due to address the European parliament in Strasbourg on current regional developments in the middle east.,1
Man-made river project,JOR,LBY,Jordanian Prime Minister  Taher al-Masri departed for meetings with Libyan leader  Gaddafi and the United Kingdom Prime Minister  John Major. This was announced on Aug 28  to attend the inauguration of a huge water project.  Masri would meet Libyan leader Muammar Gaddafi and deliver a letter from King Hussein.  Then  join the king on a European tour to discuss a planned Arab-Israeli peace conference. Libya has attacked the peace conference  which has the backing of Jordan  Egypt  Lebanon  Syria and Israel.  The king  now in Vienna  will make a private visit to meet Prime Minister John Major.  He is also due to address the European parliament in Strasbourg on current regional developments in the middle east.,1
do not share basin: JORD  TIGR,ISR,TUR,Israel says it would attend a conference on transnational waters in Turkey if invited. Israel aso says there is no formal water agreement between the two countries  but water has been privately purchased by Israel from Turkey.,1
do not share basin: JORD  TIGR,ISR,TUR,Israel says it would attend a conference on transnational waters in Turkey if invited. Israel aso says there is no formal water agreement between the two countries  but water has been privately purchased by Israel from Turkey.,1
