BCCODE,CCODE,RBO,RIV,RIV_NAME,RBO_NAME,AGREEMENT_NAME,AGREEMENT_DATE,Continent,RIP_NAMES,RIP_NO,MEMB_NAMES,MEMB_NO,LATERALITY,INCLUSIVENESS,ISSUES_NAMES,ISSUE_TYPES,ISSUE_NO,ISSUE_SCOPE,ISSUE_BROAD,WAT_LAW_REF,WAT_LAW_PRINC,LEG_PERS,ORG_TYPE,ORG_BOD_NAMES,ORG_BOD_TYPES,ORG_BOD_NO,ORG_BOD_QUAN,SEC_EX,SEC_FUNC_NAMES,SEC_FUNC_CLASS,SEC_FUNC_NO,SEC_FUNC_QUAN,DEC_MAK_SPEC,DEC_MAK_NAMES,DEC_MAK_MEC,DEC_MAK_BIND,INF_SHAR_EX,INF_SHAR_MEC,INF_SHAR_ISSUE,INF_SHAR_LEV,INF_SHAR_RIV,DISP_RES_EX,DISP_RES_MEC,DISP_RES_TYPE_1,DISP_RES_TYPE_2,DISP_RES_LEV_1,DISP_RES_LEV_2,MON_EX,MON_MEC,MON_ISSUE,MON_SCOPE,MON_LEV,ADAP_EX,ADAP_MEC,FUND_SPEC,FUND_MEC,BUD_MEC,CST_SHAR_EX,CST_SHAR_MEC,CST_SHAR_TYPE,DON_INV_EX,DON_ID,BEN_SHAR_EX,BEN_SHAR_MEC,PUB_PART_EX,PUB_PART_MEC,PUB_PART_TYPE,EX_COOP_EX,EX_COOP_MEC,EX_COOP_PART,,Websites,,,,
TUMN_MNG,MNG,GTIX,TUMN,Tumen,Greater Tumen Initiative,Agreement on the Establishment of the Consultative Commission for the Development of the Tumen River Economic Development Area and Northeast Asia,1995,Asia,China; North Korea; Russia,3,"China, Mongolia, Russia, Korea",4,Multilateral,Inclusive,"economic development/poverty reduction; peace and stability;  cooperation in areas of energy, environment, tourism, investment, transport; environmental protection",ENVP; COMM; TRAN; IND; ENGY; TRAD; INVES,7,MUL,BRV,no,n/a,no,Committee,"Intergovernmental Meetings/Consultative Commission; Coordination Committee; National Coordinators; Secretariat; Advisory Boards (Tourism, Energy, Environment, Transport, Trade, Business)",COM; TEC; SEC; WEG; NAC,5,MUL,yes,provide administrative support; implement decisions of Consultative Commission; prepare biennial work-plans for submission to Consultative Commission; act as a liaison between public and private sectors; identify specific projects suitable for public sector financing and undertake to mobilise resources for implementation,ADSERV; EXFUN; COOR; FINSERV,4,FEW,yes,decisions of the Commission shall be made by consensus ,COS,.,.,.,.,.,.,yes,consult among themselves with a view to having the dispute resolved by negotiation or other peaceful means of their own choice in accordance with the United Nations Charter,NEG,n/a,BIL,n/a,.,.,.,.,.,yes,"valid for a period of ten years from the date of its entry into force and be renewed for successive periods of ten years, unless agreed otherwise by the parties six months in advance before the expiration of each period",yes,"Member states establish  Common Fund to cover the Secretariat’s budget (managed by UNDP), covers all other Secretariat expenses, including the post of international director, professional experts, non-professional support staff, fixed and recurrent costs through additional means",detailed annual budget will be provided by the Secretariat to the annual meeting of the Consultative Commission ,yes,"each member country contributes US$25,000 annually, remaining portion of annual budget (US$525,000) will be apportioned among three largest countries (China, ROK and Russia) based on the relative differences in size of GDP (annual contribution by one single Government should not exceed 40% (US$260,000) of the total annual contributions by all Governments) calculated annual contribution of China exceeds in this case 40% of the total annual contributions, will be cut to 40% (of US$650,000) or US$260,000)",KEY,yes,ADB; Finland; UNDP; UNEP; UNESCAP,.,.,yes,partnerships with large NGOs (WWF),INF,yes,"governments, international organisations and international financial institutions may become observers to the Commission if invited by the Contracting Parties",states; IOs,,http://www.tumenprogramme.org,,,,
TUMN_PRK,PRK,GTIX,TUMN,Tumen,Greater Tumen Initiative,Agreement on the Establishment of the Consultative Commission for the Development of the Tumen River Economic Development Area and Northeast Asia,1995,Asia,China; North Korea; Russia,3,"China, Mongolia, Russia, NORTH Korea",4,Multilateral,Inclusive,"economic development/poverty reduction; peace and stability;  cooperation in areas of energy, environment, tourism, investment, transport; environmental protection",ENVP; COMM; TRAN; IND; ENGY; TRAD; INVES,7,MUL,BRV,no,n/a,no,Committee,"Intergovernmental Meetings/Consultative Commission; Coordination Committee; National Coordinators; Secretariat; Advisory Boards (Tourism, Energy, Environment, Transport, Trade, Business)",COM; TEC; SEC; WEG; NAC,5,MUL,yes,provide administrative support; implement decisions of Consultative Commission; prepare biennial work-plans for submission to Consultative Commission; act as a liaison between public and private sectors; identify specific projects suitable for public sector financing and undertake to mobilise resources for implementation,ADSERV; EXFUN; COOR; FINSERV,4,FEW,yes,decisions of the Commission shall be made by consensus ,COS,.,.,.,.,.,.,yes,consult among themselves with a view to having the dispute resolved by negotiation or other peaceful means of their own choice in accordance with the United Nations Charter,NEG,n/a,BIL,n/a,.,.,.,.,.,yes,"valid for a period of ten years from the date of its entry into force and be renewed for successive periods of ten years, unless agreed otherwise by the parties six months in advance before the expiration of each period",yes,"Member states establish  Common Fund to cover the Secretariat’s budget (managed by UNDP), covers all other Secretariat expenses, including the post of international director, professional experts, non-professional support staff, fixed and recurrent costs through additional means",detailed annual budget will be provided by the Secretariat to the annual meeting of the Consultative Commission ,yes,"each member country contributes US$25,000 annually, remaining portion of annual budget (US$525,000) will be apportioned among three largest countries (China, ROK and Russia) based on the relative differences in size of GDP (annual contribution by one single Government should not exceed 40% (US$260,000) of the total annual contributions by all Governments) calculated annual contribution of China exceeds in this case 40% of the total annual contributions, will be cut to 40% (of US$650,000) or US$260,000)",KEY,yes,ADB; Finland; UNDP; UNEP; UNESCAP,.,.,yes,partnerships with large NGOs (WWF),INF,yes,"governments, international organisations and international financial institutions may become observers to the Commission if invited by the Contracting Parties",states; IOs,,http://www.tumenprogramme.org,,,,
HLMD_AFG,AFG,HRDC,HLMD,Helmand,Helmand River Delta Commission,Terms of Reference of the Helmand River Delta Commission and an Interpretive Statement relative thereto ,1950,Asia,Afghanistan; Iran; Pakistan,3,Afghanistan; Iran,2,Bilateral,Non-inclusive,"data collection on stream flow, land use, river diversion works; recommend the technical methods by which the share of the water of the Helmand River to which Iran may be entitled ",QUAN,1,SIN,TRV,no,n/a,no,Committee,Commission; Engineer-Secretary,COM; SEC,2,FEW,yes,facilitate the organization and work of the Commission,ADSERV,1,SIN,no,n/a,n/a,n/a,yes,"Commission collects data on stream flow, water use, existing projects, plans for new installations - makes recommendations presented to governments; if finding insufficient, commission develops program for collection of data",QUAN,INS,TRV,no,n/a,n/a,n/a,n/a,n/a,no,n/a,n/a,n/a,n/a,.,.,.,.,.,.,.,.,.,.,.,.,no,n/a,n/a,.,.,.,,n/a,,,,
HLMD_IRN,IRN,HRDC,HLMD,Helmand,Helmand River Delta Commission,Terms of Reference of the Helmand River Delta Commission and an Interpretive Statement relative thereto ,1950,Asia,Afghanistan; Iran; Pakistan,3,Afghanistan; Iran,2,Bilateral,Non-inclusive,"data collection on stream flow, land use, river diversion works; recommend the technical methods by which the share of the water of the Helmand River to which Iran may be entitled ",QUAN,1,SIN,TRV,no,n/a,no,Committee,Commission; Engineer-Secretary,COM; SEC,2,FEW,yes,facilitate the organization and work of the Commission,ADSERV,1,SIN,no,n/a,n/a,n/a,yes,"Commission collects data on stream flow, water use, existing projects, plans for new installations - makes recommendations presented to governments; if finding insufficient, commission develops program for collection of data",QUAN,INS,TRV,no,n/a,n/a,n/a,n/a,n/a,no,n/a,n/a,n/a,n/a,.,.,.,.,.,.,.,.,.,.,.,.,no,n/a,n/a,.,.,.,,n/a,,,,
GANG_BGD,BGD,IBJC,GANG,Ganges,Indo-Bangladesh Joint Rivers Commission ,"Statute of the Indo-Bangladesh Joint River Commission (1972), Ganges Treaty (1996)",1972,Asia,Bangladesh; Bhutan; China; India; Myanmar; Nepal,6,Bangladesh; India,2,Bilateral,Non-inclusive,"manage joint river use; flood control work, flood forecasting, flood warning, cyclone warning; irrigation projects; joint research; water allocation and sharing between members of treaty (water sharing agreement)",FMGT; AGRI; RES; QUAN,4,FEW,TRV,yes,EQUSE; SIGHARM,no,Commission,Commission,COM,1,SIN,no,n/a,n/a,n/a,n/a,yes,Decisions of the Commission shall be unanimously,UNA,not specified,yes,Committee is entrusted to observe and record at Farakka the daily flows below Farakka Barrage as well as at Hardinge Bridge (Article IV); article VI requires the Joint Committee to submit all data collected by it and an annual report to both governments,FMGT; QUAN; RES,INS,TRV,yes,"differences arise in the interpretation of this Statute, they shall be referred to the two Governments to be dealt with on a bilateral basis in a spirit of mutual respect and understanding",NEG,n/a,BIL,n/a,no,n/a,n/a,n/a,n/a,no,n/a,no,n/a,n/a,no,n/a,n/a,yes,World Bank,no,n/a,no,n/a,n/a,.,.,.,,n/a,,,,
GANG_IND,IND,IBJC,GANG,Ganges,Indo-Bangladesh Joint Rivers Commission ,"Statute of the Indo-Bangladesh Joint River Commission (1972), Ganges Treaty (1996)",1972,Asia,Bangladesh; Bhutan; China; India; Myanmar; Nepal,6,Bangladesh; India,2,Bilateral,Non-inclusive,"manage joint river use; flood control work, flood forecasting, flood warning, cyclone warning; irrigation projects; joint research; water allocation and sharing between members of treaty (water sharing agreement)",FMGT; AGRI; RES; QUAN,4,FEW,TRV,yes,EQUSE; SIGHARM,no,Commission,Commission,COM,1,SIN,no,n/a,n/a,n/a,n/a,yes,Decisions of the Commission shall be unanimously,UNA,not specified,yes,Committee is entrusted to observe and record at Farakka the daily flows below Farakka Barrage as well as at Hardinge Bridge (Article IV); article VI requires the Joint Committee to submit all data collected by it and an annual report to both governments,FMGT; QUAN; RES,INS,TRV,yes,"differences arise in the interpretation of this Statute, they shall be referred to the two Governments to be dealt with on a bilateral basis in a spirit of mutual respect and understanding",NEG,n/a,BIL,n/a,no,n/a,n/a,n/a,n/a,no,n/a,no,n/a,n/a,no,n/a,n/a,yes,World Bank,no,n/a,no,n/a,n/a,.,.,.,,n/a,,,,
FNNY_BGD,BGD,IBJC,FNNY,Fenney,Indo-Bangladesh Joint Rivers Commission ,"Statute of the Indo-Bangladesh Joint River Commission (1972), Ganges Treaty (1996)",1972,Asia,Bangladesh; Bhutan; China; India; Myanmar; Nepal,6,Bangladesh; India,2,Bilateral,Non-inclusive,"manage joint river use; flood control work, flood forecasting, flood warning, cyclone warning; irrigation projects; joint research; water allocation and sharing between members of treaty (water sharing agreement)",FMGT; AGRI; RES; QUAN,4,FEW,TRV,yes,EQUSE; SIGHARM,no,Commission,Commission,COM,1,SIN,no,n/a,n/a,n/a,n/a,yes,Decisions of the Commission shall be unanimously,UNA,not specified,yes,Committee is entrusted to observe and record at Farakka the daily flows below Farakka Barrage as well as at Hardinge Bridge (Article IV); article VI requires the Joint Committee to submit all data collected by it and an annual report to both governments,FMGT; QUAN; RES,INS,TRV,yes,"differences arise in the interpretation of this Statute, they shall be referred to the two Governments to be dealt with on a bilateral basis in a spirit of mutual respect and understanding",NEG,n/a,BIL,n/a,no,n/a,n/a,n/a,n/a,no,n/a,no,n/a,n/a,no,n/a,n/a,yes,World Bank,no,n/a,no,n/a,n/a,.,.,.,,n/a,,,,
FNNY_IND,IND,IBJC,FNNY,Fenney,Indo-Bangladesh Joint Rivers Commission ,"Statute of the Indo-Bangladesh Joint River Commission (1972), Ganges Treaty (1996)",1972,Asia,Bangladesh; Bhutan; China; India; Myanmar; Nepal,6,Bangladesh; India,2,Bilateral,Non-inclusive,"manage joint river use; flood control work, flood forecasting, flood warning, cyclone warning; irrigation projects; joint research; water allocation and sharing between members of treaty (water sharing agreement)",FMGT; AGRI; RES; QUAN,4,FEW,TRV,yes,EQUSE; SIGHARM,no,Commission,Commission,COM,1,SIN,no,n/a,n/a,n/a,n/a,yes,Decisions of the Commission shall be unanimously,UNA,not specified,yes,Committee is entrusted to observe and record at Farakka the daily flows below Farakka Barrage as well as at Hardinge Bridge (Article IV); article VI requires the Joint Committee to submit all data collected by it and an annual report to both governments,FMGT; QUAN; RES,INS,TRV,yes,"differences arise in the interpretation of this Statute, they shall be referred to the two Governments to be dealt with on a bilateral basis in a spirit of mutual respect and understanding",NEG,n/a,BIL,n/a,no,n/a,n/a,n/a,n/a,no,n/a,no,n/a,n/a,no,n/a,n/a,yes,World Bank,no,n/a,no,n/a,n/a,.,.,.,,n/a,,,,
KNFL_BGD,BGD,IBJC,KNFL,Karnapuli,Indo-Bangladesh Joint Rivers Commission ,"Statute of the Indo-Bangladesh Joint River Commission (1972), Ganges Treaty (1996)",1972,Asia,Bangladesh; Bhutan; China; India; Myanmar; Nepal,6,Bangladesh; India,2,Bilateral,Non-inclusive,"manage joint river use; flood control work, flood forecasting, flood warning, cyclone warning; irrigation projects; joint research; water allocation and sharing between members of treaty (water sharing agreement)",FMGT; AGRI; RES; QUAN,4,FEW,TRV,yes,EQUSE; SIGHARM,no,Commission,Commission,COM,1,SIN,no,n/a,n/a,n/a,n/a,yes,Decisions of the Commission shall be unanimously,UNA,not specified,yes,Committee is entrusted to observe and record at Farakka the daily flows below Farakka Barrage as well as at Hardinge Bridge (Article IV); article VI requires the Joint Committee to submit all data collected by it and an annual report to both governments,FMGT; QUAN; RES,INS,TRV,yes,"differences arise in the interpretation of this Statute, they shall be referred to the two Governments to be dealt with on a bilateral basis in a spirit of mutual respect and understanding",NEG,n/a,BIL,n/a,no,n/a,n/a,n/a,n/a,no,n/a,no,n/a,n/a,no,n/a,n/a,yes,World Bank,no,n/a,no,n/a,n/a,.,.,.,,n/a,,,,
KNFL_IND,IND,IBJC,KNFL,Karnapuli,Indo-Bangladesh Joint Rivers Commission ,"Statute of the Indo-Bangladesh Joint River Commission (1972), Ganges Treaty (1996)",1972,Asia,Bangladesh; Bhutan; China; India; Myanmar; Nepal,6,Bangladesh; India,2,Bilateral,Non-inclusive,"manage joint river use; flood control work, flood forecasting, flood warning, cyclone warning; irrigation projects; joint research; water allocation and sharing between members of treaty (water sharing agreement)",FMGT; AGRI; RES; QUAN,4,FEW,TRV,yes,EQUSE; SIGHARM,no,Commission,Commission,COM,1,SIN,no,n/a,n/a,n/a,n/a,yes,Decisions of the Commission shall be unanimously,UNA,not specified,yes,Committee is entrusted to observe and record at Farakka the daily flows below Farakka Barrage as well as at Hardinge Bridge (Article IV); article VI requires the Joint Committee to submit all data collected by it and an annual report to both governments,FMGT; QUAN; RES,INS,TRV,yes,"differences arise in the interpretation of this Statute, they shall be referred to the two Governments to be dealt with on a bilateral basis in a spirit of mutual respect and understanding",NEG,n/a,BIL,n/a,no,n/a,n/a,n/a,n/a,no,n/a,no,n/a,n/a,no,n/a,n/a,yes,World Bank,no,n/a,no,n/a,n/a,.,.,.,,n/a,,,,
